y,x,val
0,0,1.0
0,1,0.9890449827282829
0,2,0.9872985113709095
0,3,0.9842591495510145
0,4,0.9833240694482157
0,5,0.9783275366768784
0,6,0.9775853667465062
0,7,0.9792580440996124
0,8,0.9878636791584409
0,9,0.9809656583489111
0,10,0.9794892664306534
0,11,0.9719322651019849
0,12,0.9851337213730911
0,13,0.9819393036833732
0,14,0.9825116498596347
0,15,0.9792708700264445
0,16,0.9890227724438584
0,17,0.9833802217735568
0,18,0.9824683703916226
0,19,0.9792867390908893
0,20,0.9708993374494932
0,21,0.9736233523351673
0,22,0.9729290013309906
0,23,0.9736793036214598
0,24,0.9800278232673152
0,25,0.9758584458408716
0,26,0.975066608728371
0,27,0.9642718165843606
0,28,0.9816621461311473
0,29,0.978635671989578
0,30,0.9815318446060262
0,31,0.9799015319643316
0,32,0.9908981624653556
0,33,0.9783438938518039
0,34,0.9803762649548291
0,35,0.9758283775864709
0,36,0.9758260758752269
0,37,0.9700322396044891
0,38,0.972501579061502
0,39,0.9705620788253477
0,40,0.9809845444379939
0,41,0.9711354952797868
0,42,0.9672282863159898
0,43,0.9612207360126888
0,44,0.9778683579655784
0,45,0.9765435429215782
0,46,0.9750101513326931
0,47,0.9728063681367081
0,48,0.9852874732791247
0,49,0.9774220058339761
0,50,0.9779607610660912
0,51,0.9680176464586122
0,52,0.9649914029868165
0,53,0.9639539473287805
0,54,0.9636255898216023
0,55,0.9617645868120998
0,56,0.9711417212110873
0,57,0.9658610864862007
0,58,0.9654011366791266
0,59,0.9518624936324007
0,60,0.973266330772699
0,61,0.9659058487024674
0,62,0.9707008753808434
0,63,0.9637019741500716
0,64,0.9790078559413171
0,65,0.9688174465478501
0,66,0.9670981042702995
0,67,0.955722793126351
0,68,0.9630906034778379
0,69,0.9577898885525954
0,70,0.9631556039450762
0,71,0.9595718171223552
0,72,0.9763724723148202
0,73,0.964104704723496
0,74,0.9603652314344776
0,75,0.9497422878170142
0,76,0.970907578626762
0,77,0.9656340943378682
0,78,0.9689864782531381
0,79,0.9655064199697592
0,80,0.9796117253252733
0,81,0.9770951124181271
0,82,0.9713056657389473
0,83,0.9635407629357456
0,84,0.9631252605646203
0,85,0.9613821116588819
0,86,0.9581255061088326
0,87,0.9616443504612701
0,88,0.9669658132733043
0,89,0.9620750170309423
0,90,0.9605995143552891
0,91,0.9498565320161918
0,92,0.9698660353094488
0,93,0.9624837282655927
0,94,0.9659877741648012
0,95,0.96662862266012
0,96,0.975945215853801
0,97,0.9719729291910822
0,98,0.9675174274964221
0,99,0.9630193922247323
0,100,0.9665539695429869
0,101,0.961955735285704
0,102,0.9674410714743317
0,103,0.9697974090295173
0,104,0.976173582297242
0,105,0.9673031511218017
0,106,0.9650939253043447
0,107,0.9565110532080422
0,108,0.9713152997416885
0,109,0.9627037781564687
