y,x,val
0,0,0.9859457897927346
0,1,0.9824456918556431
0,2,0.9822301717323865
0,3,0.9818788962763052
0,4,0.9823775876823639
0,5,0.9821602278115515
0,6,0.9849756875140693
0,7,0.9865818000893941
0,8,0.9876838437680147
0,9,0.9850633889231681
0,10,0.9867947309506981
0,11,0.9867905755154702
0,12,0.9880341581819163
0,13,0.9877785028330296
0,14,0.9890254088076961
0,15,0.9869862069592507
0,16,0.9882314779230124
0,17,0.9853351205826767
0,18,0.9857024446905124
0,19,0.9847181632766627
0,20,0.9862401171898945
0,21,0.9859451418405832
0,22,0.9875616081114295
0,23,0.9879043298041914
0,24,0.9903484869128198
0,25,0.9876942302525666
0,26,0.9886653470192428
0,27,0.9881860226538816
0,28,0.9906439611615467
0,29,0.9892900593530272
0,30,0.9895678809609897
0,31,0.9865939206581039
0,32,0.989376632070771
0,33,0.9860036672538746
0,34,0.986214021592154
0,35,0.9852192738266181
0,36,0.9874601223401769
0,37,0.9864561441072
0,38,0.9873830646891355
0,39,0.9875829348224915
0,40,0.9904390819598904
0,41,0.9874308122348353
0,42,0.9885077375584362
0,43,0.9872943837189524
0,44,0.99006442084349
0,45,0.9884176529322491
0,46,0.988221415286727
0,47,0.9839571439823961
0,48,0.9872628872451933
0,49,0.9829840333196036
0,50,0.9843946664698555
0,51,0.9821237754207333
0,52,0.9864104883086051
0,53,0.984162103170792
0,54,0.9855712428587143
0,55,0.9848118278890928
0,56,0.9890311842093614
0,57,0.9858780179315679
0,58,0.9870794790951583
0,59,0.9861910897922496
0,60,0.9903148826665268
0,61,0.9884960787299212
0,62,0.9885952972790891
0,63,0.9852336548980815
0,64,0.9888010822368416
0,65,0.9845848132515475
0,66,0.9851404971787694
0,67,0.9845426467480076
0,68,0.9882903527881673
0,69,0.986777573710703
0,70,0.9875179215903478
0,71,0.9882472619908862
0,72,0.991620795349291
0,73,0.9892956290663083
0,74,0.9899213276113921
0,75,0.989927821427785
0,76,0.9927759841347228
0,77,0.9917402387675884
0,78,0.991548619900772
0,79,0.9890550484140922
0,80,0.991237602670729
0,81,0.987829016878409
0,82,0.9885560354307382
0,83,0.9878082438948407
0,84,0.9907595199889893
0,85,0.9896388006978898
0,86,0.9906500323465434
0,87,0.9910551419603223
0,88,0.994050126418933
0,89,0.9923760507908136
0,90,0.9933459666958927
0,91,0.9934140787318707
0,92,0.996162399378916
0,93,0.9952869495042207
0,94,0.9953428894349431
0,95,0.9931847134346425
0,96,0.9956037753962388
0,97,0.9930743407912954
0,98,0.9936478326823796
0,99,0.9935513132296092
0,100,0.995778422767107
0,101,0.9950221043785793
0,102,0.9953123927632447
0,103,0.9955786497435694
0,104,0.9973045925301133
0,105,0.9964669542421832
0,106,0.9971070750698718
0,107,0.9973105869139381
0,108,0.9985135714966967
0,109,0.9980295558891475
0,110,0.9980153048928004
0,111,0.9965014946587188
0,112,0.9979037955262138
0,113,0.9957992057766616
0,114,0.9969336700991916
0,115,0.9964648115960666
0,116,0.9978220934922559
0,117,0.9972633279028483
0,118,0.9977609235834088
0,119,0.9976532022854895
0,120,0.9991241839925541
0,121,0.9981732209764308
0,122,0.998949595210015
0,123,0.9988434270438166
0,124,1.0
1,0,0.9856114827183723
1,1,0.982086032038542
1,2,0.9817850583339467
1,3,0.9833885935541918
1,4,0.9828116846910766
1,5,0.982833380807937
1,6,0.9858307304351593
1,7,0.9887264923760554
1,8,0.9877112823333569
1,9,0.9864391526494288
1,10,0.9864013498018983
1,11,0.9878599311678947
1,12,0.9874422469506975
1,13,0.9888850916009736
1,14,0.9894393220073042
1,15,0.9884136556012052
1,16,0.9884832802012422
1,17,0.9865743564816979
1,18,0.9853374700209394
1,19,0.984997552607815
1,20,0.9854575958258972
1,21,0.986121542117975
1,22,0.9885256887767131
1,23,0.9883800584783535
1,24,0.9899763097601622
1,25,0.9886789896744435
1,26,0.9885956529913013
1,27,0.9886885439107383
1,28,0.9894560163724285
1,29,0.9903273562958265
1,30,0.9899620645365608
1,31,0.9873174010716014
1,32,0.9893574762993612
1,33,0.9862867141420625
1,34,0.9850631917161533
1,35,0.9851088686609611
1,36,0.9864852983203315
1,37,0.9865664927040988
1,38,0.9878624969162805
1,39,0.9872903187681944
1,40,0.989392067220699
