y,x,val
0,0,1.0000000000000002
0,1,0.9987865894170331
0,2,0.9974014987879147
0,3,0.9978714832966409
0,4,0.9979654066680278
0,5,0.9962599560471878
0,6,0.9953878878364787
0,7,0.9961811298308101
0,8,0.9969309746629434
0,9,0.9945763001393094
0,10,0.9922189776663247
0,11,0.9929695762104549
0,12,0.9927087202546637
0,13,0.9904388824503845
0,14,0.9884037916411816
0,15,0.9886564404504397
0,16,0.9884545722022419
0,17,0.9856046884680583
0,18,0.9828096620280035
0,19,0.9830602193830954
0,20,0.9817894319019482
0,21,0.9789005575100881
0,22,0.9767571188188352
0,23,0.9768828036996097
0,24,0.9760176050613059
0,25,0.9723576237731586
0,26,0.9693872486164501
0,27,0.9695587557504305
0,28,0.9674797668156635
0,29,0.9645214854177969
0,30,0.9614928570304121
0,31,0.9614487608310388
0,32,0.959926962697778
0,33,0.9572569582495649
0,34,0.9536352518230856
0,35,0.9528371912778718
0,36,0.9499906534661102
0,37,0.9471160834344426
0,38,0.9443772754455395
0,39,0.9444977287611273
0,40,0.9431331590234696
0,41,0.9395454339666143
0,42,0.9363313789850872
0,43,0.9362418537771958
0,44,0.9349649608298329
0,45,0.931953253820192
0,46,0.9286305047472183
0,47,0.9267752747173622
0,48,0.9243943302158303
0,49,0.9218323343279925
0,50,0.9199435298209984
0,51,0.9194679301909822
0,52,0.9185888860209497
0,53,0.9165135674176937
0,54,0.9148839262086996
0,55,0.9152859586585069
0,56,0.9143968942028454
0,57,0.9109284404078234
0,58,0.9093177917130593
0,59,0.9092063983493927
0,60,0.9084137603875625
0,61,0.9060191436605429
0,62,0.9036343748132251
0,63,0.902776393957815
0,64,0.901577431446923
0,65,0.8994070665161613
0,66,0.8978909826056408
0,67,0.8971381129461434
0,68,0.8961569182195719
0,69,0.8943120806046416
0,70,0.8927887462848044
0,71,0.8928747004754394
0,72,0.8923227837394125
0,73,0.8890260588147106
0,74,0.8880199655437475
0,75,0.8872317381937929
0,76,0.8870059419876437
0,77,0.8850654107702672
0,78,0.8837397626191723
0,79,0.8830313138575502
0,80,0.8824829213330049
0,81,0.88049842601036
0,82,0.879896990931748
0,83,0.8786980410515155
0,84,0.8785317381782454
0,85,0.8771194478364294
0,86,0.8763336051821417
0,87,0.8759815406012798
0,88,0.8759825805956779
0,89,0.8731259671464754
0,90,0.8728475839149568
0,91,0.8722681249198059
0,92,0.8735600028741284
0,93,0.8724177565300913
0,94,0.8718327017898316
0,95,0.8712024040992887
0,96,0.8712802361053092
0,97,0.8698537390178098
0,98,0.8698261934064461
0,99,0.86869035708347
0,100,0.8691447371277176
0,101,0.8677292773725357
0,102,0.8671229851492238
0,103,0.8667223995889516
0,104,0.8667683927745882
0,105,0.8638751635113245
0,106,0.8630662821763618
0,107,0.8625263430546356
0,108,0.8634816429994782
0,109,0.8615919489302506
0,110,0.8616397390703397
0,111,0.8613084743151853
0,112,0.8607320481894598
0,113,0.8584710801076373
0,114,0.8581293745406899
0,115,0.8573004305353555
0,116,0.8573031951912877
0,117,0.8560470152772939
0,118,0.8556976877163366
0,119,0.854713491713967
0,120,0.8542555435616734
0,121,0.8514878719175948
0,122,0.8527663199097383
0,123,0.8519324129491007
0,124,0.8530880934335571
0,125,0.8502642443805748
0,126,0.8502912285959285
0,127,0.8493848515480099
0,128,0.8496840078622665
0,129,0.8478212449913352
0,130,0.8484342391394647
0,131,0.8468880958937306
0,132,0.8465199663332478
1,0,0.9973167606564497
1,1,0.9974309299951106
1,2,0.997919887063151
1,3,0.9967584655926867
1,4,0.9959236610356379
1,5,0.9948904427841604
1,6,0.995805686987041
1,7,0.9958724194080596
1,8,0.9955212317630739
1,9,0.9939446197134718
1,10,0.9937651509409424
1,11,0.9924070984747144
1,12,0.9913187186414036
1,13,0.9894499705907253
1,14,0.9902390717877396
1,15,0.9889479798958843
1,16,0.9880748130408553
1,17,0.9856762606356314
1,18,0.9852714651535833
1,19,0.9832594175540877
1,20,0.9809384279655038
1,21,0.9783750148591096
1,22,0.9790069605062672
1,23,0.9776589113549513
1,24,0.9757685555280895
1,25,0.9721619600292316
1,26,0.9719568600752506
1,27,0.9697446993906187
1,28,0.9666288659716733
1,29,0.963731345813743
1,30,0.9644016086529618
1,31,0.9621532139745791
1,32,0.9600986283159577
1,33,0.9578914489478002
1,34,0.9567530480420465
1,35,0.9534561981621812
