y,x,val
0,0,0.815100955136448
0,1,0.8113818349402211
0,2,0.8112652410515403
0,3,0.8121106052984602
0,4,0.8154863052662449
0,5,0.8123172031091208
0,6,0.814297161440231
0,7,0.814318601017858
0,8,0.8161066627854255
0,9,0.8104853200321485
0,10,0.8128720356299678
0,11,0.8144675536199226
0,12,0.8190341104622508
0,13,0.8117827204152419
0,14,0.813815020292099
0,15,0.8187155627763083
0,16,0.8240006318033443
0,17,0.8184870051517955
0,18,0.8217071975189753
0,19,0.8213633950462952
0,20,0.8244389106839869
0,21,0.8200284275479843
0,22,0.8234712185754879
0,23,0.8235094667620919
0,24,0.8256324286064545
0,25,0.8193012708437944
0,26,0.8224333070382487
0,27,0.824924190000539
0,28,0.8285280576041094
0,29,0.8197953350477959
0,30,0.8213650651968278
0,31,0.8245383200215066
0,32,0.8301003671786875
0,33,0.8245374701482271
0,34,0.8257660385748807
0,35,0.8251966241069212
0,36,0.8288621540595023
0,37,0.8215896576693584
0,38,0.8247302304740651
0,39,0.822827507152467
0,40,0.8257944560945988
0,41,0.8177129214783547
0,42,0.8210892342464702
0,43,0.8225916940576189
0,44,0.8278804284374576
0,45,0.8176803404999623
0,46,0.8195155929631113
0,47,0.8228654879080586
0,48,0.8287244220925144
0,49,0.8222384840255982
0,50,0.8257489888195938
0,51,0.8259159284748105
0,52,0.8300492305655948
0,53,0.8230432956819059
0,54,0.827487123002157
0,55,0.8274336724579456
0,56,0.830496176923355
0,57,0.8233320196607222
0,58,0.8276799305666058
0,59,0.8282218628358524
0,60,0.8313687271440198
0,61,0.8201090964993106
0,62,0.8222927404879667
0,63,0.8247963377165702
0,64,0.831145138331001
0,65,0.8249768179204547
0,66,0.827628550944375
0,67,0.8266079106504569
0,68,0.8304598917511421
0,69,0.82224898586483
0,70,0.8260069391336949
0,71,0.8244715499553579
0,72,0.8281761476044779
0,73,0.820698724466099
0,74,0.824245497640317
0,75,0.8235295614079485
0,76,0.8262891025392829
0,77,0.8146411224971828
0,78,0.8173465275403429
0,79,0.8213844057166031
0,80,0.8275975512744698
0,81,0.8231832551702094
0,82,0.8264875430623607
0,83,0.8259334564867565
0,84,0.8272110957881303
0,85,0.8197851953832386
0,86,0.8238688810283794
0,87,0.8237385724668467
0,88,0.8254351717471194
0,89,0.8198423815803005
0,90,0.8221924248437359
0,91,0.8220368113264378
0,92,0.8227226362716287
0,93,0.8140814497537966
0,94,0.8149361293899249
0,95,0.8169473781232943
0,96,0.8217090765041244
0,97,0.8174281531412093
0,98,0.8193750827632195
0,99,0.817715961939096
0,100,0.8173126718075827
0,101,0.8112789748226188
0,102,0.812943433217468
0,103,0.811265662680162
0,104,0.8127871838996106
0,105,0.8069102849219999
0,106,0.8072875595713788
0,107,0.8060149400113391
0,108,0.8064447635185983
0,109,0.7965195318722356
0,110,0.7964455422751668
0,111,0.8008671164839706
0,112,0.8071144521140821
0,113,0.8033644731055307
0,114,0.8042412929170256
0,115,0.8025244904969501
0,116,0.8022123842767601
0,117,0.7988016322540177
0,118,0.7991443303826076
0,119,0.7975317871706817
0,120,0.7954454717197516
0,121,0.7923213512138814
0,122,0.7921303093892527
0,123,0.7926565227108705
0,124,0.7925924345599107
0,125,0.7862070255020505
0,126,0.7831083515761794
0,127,0.7855737473822764
0,128,0.7907921655465171
0,129,0.7908548269849393
0,130,0.7900590159857668
0,131,0.7919474967548545
0,132,0.7893128213857022
1,0,0.8182783375028246
1,1,0.8184247592624159
1,2,0.8185715228179363
1,3,0.8175503387455845
1,4,0.817498255465515
1,5,0.8168517534749578
1,6,0.8182109795299495
1,7,0.8177096450363933
1,8,0.8181437304237796
1,9,0.8185385654078547
1,10,0.8210723829658622
1,11,0.8190965901095374
1,12,0.8215597909400829
1,13,0.8172343039345622
1,14,0.8218651740083566
1,15,0.8251674820715641
1,16,0.8279773395496182
1,17,0.8274705906513456
1,18,0.828229365418058
1,19,0.827745297364315
1,20,0.8282869471699021
1,21,0.8253161634803016
1,22,0.828346170624482
1,23,0.8287445059920342
1,24,0.8289862786950533
1,25,0.8289009408987511
1,26,0.830264639478525
1,27,0.8301292235315249
1,28,0.8309275906837607
1,29,0.8272859965283184
1,30,0.8287168061982751
1,31,0.8318741642810514
1,32,0.8335890859985127
1,33,0.833163256884903
1,34,0.8324024573830621
